iem_abbr	call_index	iem_name	entrez_gene_ids	knockout_reaction_patterns	biomarker_reaction	vmh_metabolite	model_compartment	biofluid_tested	expected_direction	reported_biofluids_raw	label_raw	also_in_recon3d_branch	source_header_line	source_call_line	gene_symbols	unmapped_entrez	orpha_code	orpha_name	orpha_match_score	orpha_assoc_type	orpha_assoc_status	n_candidate_disorders	omim_ids	icd10	vmh_name	hmdb	chebi	kegg	hpo_check	hpo_evidence
MNGIE	42	MNGIE Mitochondrial Neurogastrointestinal Encephalopathy (Mngie) Disease	1890.1	_TMDPP	DM_thymd[bc]	thymd	bc	blood	Increased	blood	Increased (blood)	False	1784	1818	TYMP		298	Mitochondrial neurogastrointestinal encephalomyopathy	0.8	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	603041;612075;613662;619780	G71.3	Thymidine	HMDB00273	CHEBI:17748	C00214	not_in_hpo_annotations	
SUCLA	43	SUCLA Succinate-Coenzyme A (Coa) Ligase Deficiency/Lactic Acidosis, Fatal Infantile	8803.1	_ITCOALm;_MECOALm;_SUCOASm;_ITCOAL1m;_MECOAS1m;_SUCOAS1m	DM_lac_L[bc]	lac_L	bc	blood	Increased	blood	Increased (blood)	False	1820	1854	SUCLA2		1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria	0.288	Disease-causing germline mutation(s) in	Assessed	1	612073	G71.3	(S)-Lactate	HMDB00190	CHEBI:422	C00186	not_in_hpo_annotations	
SUCLA	43	SUCLA Succinate-Coenzyme A (Coa) Ligase Deficiency/Lactic Acidosis, Fatal Infantile	8803.1	_ITCOALm;_MECOALm;_SUCOASm;_ITCOAL1m;_MECOAS1m;_SUCOAS1m	DM_pyr[bc]	pyr	bc	blood	Increased	blood	Increased (blood)	False	1820	1854	SUCLA2		1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria	0.288	Disease-causing germline mutation(s) in	Assessed	1	612073	G71.3	Pyruvate	HMDB00243	CHEBI:32816	C00022	not_in_hpo_annotations	
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	EX_gly[u]	gly	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1856	1896	ALDH5A1		22	Succinic semialdehyde dehydrogenase deficiency	0.929	Disease-causing germline mutation(s) in	Assessed	1	271980	E72.8	Glycine	HMDB00123	CHEBI:15428	C00037	no_hpo_metabolite_term_for_disorder	
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	EX_sucsal[u]	sucsal	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1856	1896	ALDH5A1		22	Succinic semialdehyde dehydrogenase deficiency	0.929	Disease-causing germline mutation(s) in	Assessed	1	271980	E72.8	Succinic Semialdehyde	HMDB01259	CHEBI:16265	C00232	no_hpo_metabolite_term_for_disorder	
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	DM_gly[bc]	gly	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1856	1896	ALDH5A1		22	Succinic semialdehyde dehydrogenase deficiency	0.929	Disease-causing germline mutation(s) in	Assessed	1	271980	E72.8	Glycine	HMDB00123	CHEBI:15428	C00037	no_hpo_metabolite_term_for_disorder	
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	DM_sucsal[bc]	sucsal	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1856	1896	ALDH5A1		22	Succinic semialdehyde dehydrogenase deficiency	0.929	Disease-causing germline mutation(s) in	Assessed	1	271980	E72.8	Succinic Semialdehyde	HMDB01259	CHEBI:16265	C00232	no_hpo_metabolite_term_for_disorder	
SSADHD	44	SSADHD Succinic Semialdehyde Dehydrogenase Deficiency	7915.1	_r0178	DM_4abut[csf]	4abut	csf	csf	Increased	csf	Increased (CSF)	False	1856	1896	ALDH5A1		22	Succinic semialdehyde dehydrogenase deficiency	0.929	Disease-causing germline mutation(s) in	Assessed	1	271980	E72.8	4-Aminobutanoate	HMDB00112	CHEBI:16865	C00334	no_hpo_metabolite_term_for_disorder	
TETB	45	TETB Tetrahydrobiopterin Deficiency	2643.1		DM_phe_L[bc]	phe_L	bc	blood	Increased	blood	Increased (blood)	False	1898	1934	GCH1		2102	GTP cyclohydrolase I deficiency	0.576	Disease-causing germline mutation(s) in	Assessed	2	233910	E70.1	L-Phenylalanine	HMDB00159	CHEBI:17295	C00079	no_hpo_metabolite_term_for_disorder	
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	DM_citr_L[bc]	citr_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1936	1978	ASS1		247546	Acute neonatal citrullinemia type I	0.6	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	215700	E72.2	L-Citrulline	HMDB00904	CHEBI:16349	C00327	no_hpo_metabolite_term_for_disorder	
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	DM_gly[bc]	gly	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1936	1978	ASS1		247546	Acute neonatal citrullinemia type I	0.6	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	215700	E72.2	Glycine	HMDB00123	CHEBI:15428	C00037	no_hpo_metabolite_term_for_disorder	
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	DM_nh4[bc]	nh4	bc	blood	Increased	blood	Increased (blood)	False	1936	1978	ASS1		247546	Acute neonatal citrullinemia type I	0.6	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	215700	E72.2	Ammonium	HMDB00051	CHEBI:16134	C00014	no_hpo_metabolite_term_for_disorder	
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	EX_orot[u]	orot	u	urine	Increased	urine	Increased (urine)	True	1936	1978	ASS1		247546	Acute neonatal citrullinemia type I	0.6	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	215700	E72.2	Orotate	HMDB00226	CHEBI:16742	C00295	no_hpo_metabolite_term_for_disorder	
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	EX_citr_L[u]	citr_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1936	1978	ASS1		247546	Acute neonatal citrullinemia type I	0.6	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	215700	E72.2	L-Citrulline	HMDB00904	CHEBI:16349	C00327	no_hpo_metabolite_term_for_disorder	
CIT1	46	CIT1 Type I Citrullinemia	445.1	_ARGSS	EX_gly[u]	gly	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1936	1978	ASS1		247546	Acute neonatal citrullinemia type I	0.6	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	215700	E72.2	Glycine	HMDB00123	CHEBI:15428	C00037	no_hpo_metabolite_term_for_disorder	
TYR1	47	TYR1 Tyrosinemia Type I	2184.1	_FUMAC	DM_met_L[bc]	met_L	bc	blood	Increased	blood	Increased (blood)	False	1980	2018	FAH		882	Tyrosinemia type 1	0.878	Disease-causing germline mutation(s) in	Assessed	1	276700	E70.2	L-Methionine	HMDB00696	CHEBI:16643	C00073	not_in_hpo_annotations	
TYR1	47	TYR1 Tyrosinemia Type I	2184.1	_FUMAC	DM_tyr_L[bc]	tyr_L	bc	blood	Increased	blood	Increased (blood)	False	1980	2018	FAH		882	Tyrosinemia type 1	0.878	Disease-causing germline mutation(s) in	Assessed	1	276700	E70.2	L-Tyrosine	HMDB00158	CHEBI:17895	C00082	not_in_hpo_annotations	
TYR1	47	TYR1 Tyrosinemia Type I	2184.1	_FUMAC	EX_34hpl[u]	34hpl	u	urine	Increased	urine	Increased (urine)	True	1980	2018	FAH		882	Tyrosinemia type 1	0.878	Disease-causing germline mutation(s) in	Assessed	1	276700	E70.2	3-(4-Hydroxyphenyl)Lactate	HMDB00755	CHEBI:17385	C03672	not_in_hpo_annotations	
TYR1	47	TYR1 Tyrosinemia Type I	2184.1	_FUMAC	EX_34hpp[u]	34hpp	u	urine	Increased	urine	Increased (urine)	True	1980	2018	FAH		882	Tyrosinemia type 1	0.878	Disease-causing germline mutation(s) in	Assessed	1	276700	E70.2	3-(4-Hydroxyphenyl)Pyruvate	HMDB00707	CHEBI:15999	C01179	not_in_hpo_annotations	
TYR3	48	TYR3 Tyrosinemia Type III	3242.1	_34HPPOR;_PPOR	DM_tyr_L[bc]	tyr_L	bc	blood	Increased	blood	Increased (blood)	False	2020	2054	HPD		69723	Tyrosinemia type 3	0.889	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	276710	E70.2	L-Tyrosine	HMDB00158	CHEBI:17895	C00082	corroborated	HP:0003231 Hypertyrosinemia [Very frequent (99-80%)]
TYR3	48	TYR3 Tyrosinemia Type III	3242.1	_34HPPOR;_PPOR	EX_34hpl[u]	34hpl	u	urine	Increased	urine	Increased (urine)	True	2020	2054	HPD		69723	Tyrosinemia type 3	0.889	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	276710	E70.2	3-(4-Hydroxyphenyl)Lactate	HMDB00755	CHEBI:17385	C03672	corroborated	HP:6001004 Elevated urine hydroxyphenyllactic acid level [Frequent (79-30%)]
TYR3	48	TYR3 Tyrosinemia Type III	3242.1	_34HPPOR;_PPOR	EX_34hpp[u]	34hpp	u	urine	Increased	urine	Increased (urine)	True	2020	2054	HPD		69723	Tyrosinemia type 3	0.889	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	276710	E70.2	3-(4-Hydroxyphenyl)Pyruvate	HMDB00707	CHEBI:15999	C01179	corroborated	HP:0003161 4-Hydroxyphenylpyruvic aciduria [Frequent (79-30%)]
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	EX_hxan[u]	hxan	u	urine	Increased	urine	Increased (urine)	True	2056	2093	XDH		93601	Xanthinuria type I	0.829	Disease-causing germline mutation(s) in	Assessed	1	278300	E79.8	Hypoxanthine	HMDB00157	CHEBI:17368	C00262	no_hpo_metabolite_term_for_disorder	
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	EX_xan[u]	xan	u	urine	Increased	blood/urine	Increased (blood/urine)	True	2056	2093	XDH		93601	Xanthinuria type I	0.829	Disease-causing germline mutation(s) in	Assessed	1	278300	E79.8	Xanthine	HMDB00292	CHEBI:17712	C00385	no_hpo_metabolite_term_for_disorder	
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	EX_urate[u]	urate	u	urine	Decreased	blood/urine	Decreased (blood/urine)	True	2056	2093	XDH		93601	Xanthinuria type I	0.829	Disease-causing germline mutation(s) in	Assessed	1	278300	E79.8	Urate	HMDB00289	CHEBI:17775	C00366	no_hpo_metabolite_term_for_disorder	
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	DM_xan[bc]	xan	bc	blood	Increased	blood/urine	Increased (blood/urine)	False	2056	2093	XDH		93601	Xanthinuria type I	0.829	Disease-causing germline mutation(s) in	Assessed	1	278300	E79.8	Xanthine	HMDB00292	CHEBI:17712	C00385	no_hpo_metabolite_term_for_disorder	
XAN1	49	XAN1 Xanthinuria Type 1	7498.1	_r0395;_XANDp;_XAO2x;_XAOx;_r0394;_r0502;_r0504	DM_urate[bc]	urate	bc	blood	Decreased	blood/urine	Decreased (blood/urine)	False	2056	2093	XDH		93601	Xanthinuria type I	0.829	Disease-causing germline mutation(s) in	Assessed	1	278300	E79.8	Urate	HMDB00289	CHEBI:17775	C00366	no_hpo_metabolite_term_for_disorder	
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	EX_akg[u]	akg	u	urine	Increased	urine	Increased (urine)	True	2095	2134	OGDH		31	Oxoglutaric aciduria	0.946	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	203740	E88.8	2-Oxoglutarate	HMDB00208	CHEBI:30915	C00026	no_hpo_metabolite_term_for_disorder	
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	EX_lac_L[u]	lac_L	u	urine	Increased	blood/urine	Increased (blood/urine)	True	2095	2134	OGDH		31	Oxoglutaric aciduria	0.946	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	203740	E88.8	(S)-Lactate	HMDB00190	CHEBI:422	C00186	no_hpo_metabolite_term_for_disorder	
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	DM_lac_L[bc]	lac_L	bc	blood	Increased	blood/urine	Increased (blood/urine)	False	2095	2134	OGDH		31	Oxoglutaric aciduria	0.946	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	203740	E88.8	(S)-Lactate	HMDB00190	CHEBI:422	C00186	no_hpo_metabolite_term_for_disorder	
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	DM_glu_L[bc]	glu_L	bc	blood	Increased	blood	Increased (blood)	False	2095	2134	OGDH		31	Oxoglutaric aciduria	0.946	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	203740	E88.8	L-Glutamate	HMDB00148	CHEBI:16015	C00025	no_hpo_metabolite_term_for_disorder	
AKGD	50	AKGD Alpha-Ketoglutarate Dehydrogenase Deficiency	4967.1	_AKGDm;_2OXOADOXm;_r0163;_r0384;_r0451;_r0620	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood	Increased (blood)	False	2095	2134	OGDH		31	Oxoglutaric aciduria	0.946	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	203740	E88.8	L-Glutamine	HMDB00641	CHEBI:18050	C00064	no_hpo_metabolite_term_for_disorder	
EP	51	EP Essential Pentosuria	1181.1	_XYLUR	EX_xylu_L[u]	xylu_L	u	urine	Increased	urine	Increased (urine)	True	2136	2182		1181						0			L-Xylulose	HMDB00751	CHEBI:17399	C00312	no_hpo_metabolite_term_for_disorder	
HYPVLI	52	HYPVLI Hypervalinemia And Hyperleucine-Isoleucinemia	587.1	_ILETAm;_LEUTAm;_VALTAm	DM_val_L[bc]	val_L	bc	blood	Increased	blood/urine	Increased (blood/urine)	False	2185	2221	BCAT2							0			L-Valine	HMDB00883	CHEBI:16414	C00183	no_hpo_metabolite_term_for_disorder	
HYPVLI	52	HYPVLI Hypervalinemia And Hyperleucine-Isoleucinemia	587.1	_ILETAm;_LEUTAm;_VALTAm	EX_val_L[u]	val_L	u	urine	Increased	blood/urine	Increased (blood/urine)	True	2185	2221	BCAT2							0			L-Valine	HMDB00883	CHEBI:16414	C00183	no_hpo_metabolite_term_for_disorder	
HYPVLI	52	HYPVLI Hypervalinemia And Hyperleucine-Isoleucinemia	587.1	_ILETAm;_LEUTAm;_VALTAm	EX_leu_L[u]	leu_L	u	urine	Increased	blood/urine	Increased (blood/urine)	True	2185	2221	BCAT2							0			L-Leucine	HMDB00687	CHEBI:15603	C00123	no_hpo_metabolite_term_for_disorder	
ASNSD	53	ASNSD Asparagine Synthetase Deficiency	440.1	_ASNS1	DM_asn_L[bc]	asn_L	bc	blood	Decreased	blood/csf	Decreased (blood/csf)	False	2225	2265	ASNS		391376	Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	0.914	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	615574	E72.8	L-Asparagine	HMDB00168	CHEBI:17196	C00152	no_hpo_metabolite_term_for_disorder	
ASNSD	53	ASNSD Asparagine Synthetase Deficiency	440.1	_ASNS1	DM_asn_L[csf]	asn_L	csf	csf	Decreased	blood/csf	Decreased (blood/csf)	False	2225	2265	ASNS		391376	Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	0.914	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	615574	E72.8	L-Asparagine	HMDB00168	CHEBI:17196	C00152	no_hpo_metabolite_term_for_disorder	
ASNSD	53	ASNSD Asparagine Synthetase Deficiency	440.1	_ASNS1	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood/csf	Increased (blood/csf)	False	2225	2265	ASNS		391376	Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	0.914	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	615574	E72.8	L-Glutamine	HMDB00641	CHEBI:18050	C00064	no_hpo_metabolite_term_for_disorder	
ASNSD	53	ASNSD Asparagine Synthetase Deficiency	440.1	_ASNS1	DM_gln_L[csf]	gln_L	csf	csf	Increased	blood/csf	Increased (blood/csf)	False	2225	2265	ASNS		391376	Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	0.914	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	615574	E72.8	L-Glutamine	HMDB00641	CHEBI:18050	C00064	no_hpo_metabolite_term_for_disorder	
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_argsuc[u]	argsuc	u	urine	Increased	urine	Increased (urine)	True	2270	2311	ASL		23	Argininosuccinic aciduria	1.0	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	207900	E72.2	L-Arginosuccinic Acid	HMDB00052	CHEBI:15682	C03406	not_in_hpo_annotations	
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_gly[u]	gly	u	urine	Increased	urine	Increased (urine)	True	2270	2311	ASL		23	Argininosuccinic aciduria	1.0	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	207900	E72.2	Glycine	HMDB00123	CHEBI:15428	C00037	not_in_hpo_annotations	
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_orot[u]	orot	u	urine	Increased	urine	Increased (urine)	True	2270	2311	ASL		23	Argininosuccinic aciduria	1.0	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	207900	E72.2	Orotate	HMDB00226	CHEBI:16742	C00295	corroborated	HP:0003218 Oroticaciduria [Occasional (29-5%)]
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_lys_L[u]	lys_L	u	urine	Increased	urine	Increased (urine)	True	2270	2311	ASL		23	Argininosuccinic aciduria	1.0	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	207900	E72.2	L-Lysine	HMDB00182	CHEBI:18019	C00047	not_in_hpo_annotations	
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	EX_ura[u]	ura	u	urine	Increased	urine	Increased (urine)	True	2270	2311	ASL		23	Argininosuccinic aciduria	1.0	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	207900	E72.2	Uracil	HMDB00300	CHEBI:17568	C00106	not_in_hpo_annotations	
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood	Increased (blood)	False	2270	2311	ASL		23	Argininosuccinic aciduria	1.0	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	207900	E72.2	L-Glutamine	HMDB00641	CHEBI:18050	C00064	corroborated	HP:0003217 Hyperglutaminemia [Very frequent (99-80%)]
ASA	54	Argininosuccinic Aciduria	435.1	_ARGSL	DM_citr_L[bc]	citr_L	bc	blood	Increased	blood	Increased (blood)	False	2270	2311	ASL		23	Argininosuccinic aciduria	1.0	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	207900	E72.2	L-Citrulline	HMDB00904	CHEBI:16349	C00327	corroborated	HP:0011966 Elevated plasma citrulline [Frequent (79-30%)]
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	EX_3aib[u]	3aib	u	urine	Increased	urine	Increased (urine)	True	2314	2357	MMAA		79310	Vitamin B12-responsive methylmalonic acidemia type cblA	0.598	Disease-causing germline mutation(s) in	Assessed	1	251100	E71.1	(S)-3-Aminoisobutyric Acid	HMDB02166	CHEBI:33094	C03284	no_hpo_metabolite_term_for_disorder	
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	DM_c4dc[bc]	c4dc	bc	blood	Increased	blood	Increased (blood)	False	2314	2357	MMAA		79310	Vitamin B12-responsive methylmalonic acidemia type cblA	0.598	Disease-causing germline mutation(s) in	Assessed	1	251100	E71.1	Succinyl Carnitine				no_hpo_metabolite_term_for_disorder	
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	DM_crn[bc]	crn	bc	blood	Decreased	blood	Decreased (blood)	False	2314	2357	MMAA		79310	Vitamin B12-responsive methylmalonic acidemia type cblA	0.598	Disease-causing germline mutation(s) in	Assessed	1	251100	E71.1	L-Carnitine	HMDB00062	CHEBI:11060	C15025	no_hpo_metabolite_term_for_disorder	
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	DM_HC00900[bc]	HC00900	bc	blood	Increased	blood	Increased (blood)	False	2314	2357	MMAA		79310	Vitamin B12-responsive methylmalonic acidemia type cblA	0.598	Disease-causing germline mutation(s) in	Assessed	1	251100	E71.1	Methylmalonate	HMDB00202	CHEBI:30860	C02170	no_hpo_metabolite_term_for_disorder	
MMA	55	MMA Methylmalonic Acidemia (Mma)	166785.1	_CBLATm	DM_3hpp[bc]	3hpp	bc	blood	Increased	blood	Increased (blood)	False	2314	2357	MMAA		79310	Vitamin B12-responsive methylmalonic acidemia type cblA	0.598	Disease-causing germline mutation(s) in	Assessed	1	251100	E71.1	3-Hydroxypropionate	HMDB00700	CHEBI:33404	C01013	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_acac[bc]	acac	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	Acetoacetate	HMDB00060	CHEBI:15344	C00164	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_ala_L[bc]	ala_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	L-Alanine	HMDB00161	CHEBI:16977	C00041	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_bhb[bc]	bhb	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	(R)-3-Hydroxybutyrate	HMDB00011	CHEBI:17066	C01089	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_citr_L[bc]	citr_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	L-Citrulline	HMDB00904	CHEBI:16349	C00327	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_lys_L[bc]	lys_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	L-Lysine	HMDB00182	CHEBI:18019	C00047	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_pro_L[bc]	pro_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	L-Proline	HMDB00162	CHEBI:17203	C00148	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_lac_L[bc]	lac_L	bc	blood	Increased	blood	Increased (blood)	False	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	(S)-Lactate	HMDB00190	CHEBI:422	C00186	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_nh4[bc]	nh4	bc	blood	Increased	blood	Increased (blood)	False	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	Ammonium	HMDB00051	CHEBI:16134	C00014	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	DM_glc_D[bc]	glc_D	bc	blood	Decreased	blood	Decreased (blood)	False	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	D-Glucose	HMDB00122	CHEBI:4167	C00031	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_fum[u]	fum	u	urine	Increased	urine	Increased (urine)	True	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	Fumarate	HMDB00134	CHEBI:18012	C00122	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_succ[u]	succ	u	urine	Increased	urine	Increased (urine)	True	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	Succinate	HMDB00254	CHEBI:15741	C00042	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_acetone[u]	acetone	u	urine	Increased	urine	Increased (urine)	True	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	Acetone	HMDB01659	CHEBI:15347	C00207	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_akg[u]	akg	u	urine	Increased	urine	Increased (urine)	True	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	2-Oxoglutarate	HMDB00208	CHEBI:30915	C00026	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_acac[u]	acac	u	urine	Increased	urine/blood	Increased (urine/blood)	True	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	Acetoacetate	HMDB00060	CHEBI:15344	C00164	no_hpo_metabolite_term_for_disorder	
PC	56	PC Pyruvate Carboxylase Deficiency	5091.1	_PCm	EX_bhb[u]	bhb	u	urine	Increased	urine/blood	Increased (urine/blood)	True	2359	2425	PC		353320	Pyruvate carboxylase deficiency, benign type	0.861	Disease-causing germline mutation(s) in	Assessed	3	266150	E74.4	(R)-3-Hydroxybutyrate	HMDB00011	CHEBI:17066	C01089	no_hpo_metabolite_term_for_disorder	
PHOX1	57	PHOX1 Primary Hyperoxaluria-Type 1	189.1	_AGTix;_SPTix;_r0160	EX_oxa[u]	oxa	u	urine	Increased	urine	Increased (urine)	False	2427	2446	AGXT		93598	Primary hyperoxaluria type 1	0.871	Disease-causing germline mutation(s) in	Assessed	1	259900	E74.8	Oxalate		CHEBI:16995	C00209	corroborated	HP:0003159 Hyperoxaluria [Very frequent (99-80%)]
